acres92,stratum
116509,acres82Q2
58326,acres82Q1
166477,acres82Q2
98142,acres82Q2
73097,acres82Q1
24478,acres82Q1
51442,acres82Q1
136320,acres82Q2
37044,acres82Q1
51374,acres82Q1
232852,acres82Q2
96282,acres82Q2
24201,acres82Q1
48968,acres82Q1
96910,acres82Q2
86247,acres82Q2
9559,acres82Q1
52508,acres82Q1
37777,acres82Q1
59326,acres82Q1
19657,acres82Q1
129296,acres82Q2
195476,acres82Q2
81427,acres82Q1
85600,acres82Q2
100602,acres82Q2
6152,acres82Q1
167858,acres82Q2
21507,acres82Q1
98914,acres82Q2
72681,acres82Q1
18367,acres82Q1
52469,acres82Q1
41290,acres82Q1
63991,acres82Q1
107700,acres82Q2
64856,acres82Q1
79449,acres82Q1
297064,acres82Q2
43180,acres82Q1
68584,acres82Q1
48889,acres82Q1
32973,acres82Q1
71803,acres82Q1
78977,acres82Q1
38940,acres82Q1
24924,acres82Q1
141766,acres82Q2
236074,acres82Q2
160973,acres82Q2
134191,acres82Q2
125394,acres82Q2
119973,acres82Q2
178469,acres82Q2
52904,acres82Q1
20107,acres82Q1
52770,acres82Q1
82736,acres82Q1
138531,acres82Q2
38967,acres82Q1
190062,acres82Q2
56289,acres82Q1
13247,acres82Q1
131366,acres82Q2
2358,acres82Q1
54290,acres82Q1
83047,acres82Q1
43332,acres82Q1
209677,acres82Q2
33682,acres82Q1
96704,acres82Q2
82849,acres82Q2
17710,acres82Q1
203503,acres82Q2
24848,acres82Q1
41348,acres82Q1
93364,acres82Q2
149503,acres82Q2
132674,acres82Q2
58891,acres82Q1
43987,acres82Q1
89785,acres82Q2
996742,acres82Q4
274546,acres82Q2
640370,acres82Q3
112085,acres82Q2
24253,acres82Q1
82967,acres82Q2
304928,acres82Q2
35678,acres82Q1
918033,acres82Q3
748088,acres82Q3
670149,acres82Q3
325472,acres82Q2
1086045,acres82Q4
44742,acres82Q1
19526,acres82Q1
9603,acres82Q1
42290,acres82Q1
10302,acres82Q1
355360,acres82Q3
689639,acres82Q3
112263,acres82Q2
1465788,acres82Q4
10965,acres82Q1
1291118,acres82Q4
32637,acres82Q1
55360,acres82Q1
58750,acres82Q1
20529,acres82Q1
92074,acres82Q2
4043,acres82Q1
74153,acres82Q1
625769,acres82Q3
546303,acres82Q3
59890,acres82Q1
12611,acres82Q1
710546,acres82Q3
118136,acres82Q2
1404289,acres82Q4
1639965,acres82Q4
119354,acres82Q2
51208,acres82Q1
350866,acres82Q3
97521,acres82Q2
205363,acres82Q2
323482,acres82Q2
84091,acres82Q2
162205,acres82Q2
386857,acres82Q3
426884,acres82Q3
327185,acres82Q2
248956,acres82Q2
538582,acres82Q3
414240,acres82Q3
130051,acres82Q2
70547,acres82Q1
366593,acres82Q3
189905,acres82Q2
21008,acres82Q1
351633,acres82Q2
26456,acres82Q1
620951,acres82Q3
293134,acres82Q2
163145,acres82Q2
361918,acres82Q3
10263,acres82Q1
218145,acres82Q2
232591,acres82Q2
195287,acres82Q2
92761,acres82Q2
170228,acres82Q2
182339,acres82Q2
356651,acres82Q3
120383,acres82Q2
85500,acres82Q2
248862,acres82Q2
529966,acres82Q3
145980,acres82Q2
135538,acres82Q2
8763,acres82Q1
346398,acres82Q2
208888,acres82Q2
31777,acres82Q1
263514,acres82Q2
78772,acres82Q1
113548,acres82Q2
272876,acres82Q2
282405,acres82Q2
265731,acres82Q2
94596,acres82Q2
133197,acres82Q2
270930,acres82Q2
343115,acres82Q2
168304,acres82Q2
308460,acres82Q2
335517,acres82Q3
47376,acres82Q1
297984,acres82Q2
207128,acres82Q2
231427,acres82Q2
348602,acres82Q3
365511,acres82Q3
226096,acres82Q2
86091,acres82Q2
147207,acres82Q2
114184,acres82Q2
241778,acres82Q2
167191,acres82Q2
169876,acres82Q2
221357,acres82Q2
76080,acres82Q1
73430,acres82Q1
2531,acres82Q1
73407,acres82Q1
12175,acres82Q1
35587,acres82Q1
34919,acres82Q1
14868,acres82Q1
59184,acres82Q1
20455,acres82Q1
52748,acres82Q1
106325,acres82Q2
179736,acres82Q2
135577,acres82Q2
7710,acres82Q1
141742,acres82Q2
88571,acres82Q2
101214,acres82Q2
74268,acres82Q1
19956,acres82Q1
81096,acres82Q1
30015,acres82Q1
3113,acres82Q1
1088,acres82Q1
40837,acres82Q1
64332,acres82Q1
117168,acres82Q2
56555,acres82Q1
74760,acres82Q1
258,acres82Q1
54622,acres82Q1
148842,acres82Q2
21871,acres82Q1
33085,acres82Q1
21164,acres82Q1
178160,acres82Q2
15650,acres82Q1
115487,acres82Q2
138688,acres82Q2
55827,acres82Q1
32633,acres82Q1
104194,acres82Q2
70960,acres82Q1
82154,acres82Q2
57717,acres82Q1
41830,acres82Q1
32093,acres82Q1
47366,acres82Q1
58678,acres82Q1
28622,acres82Q1
9335,acres82Q1
37130,acres82Q1
35836,acres82Q1
59846,acres82Q1
5693,acres82Q1
1868333,acres82Q4
441321,acres82Q3
2704163,acres82Q4
2720903,acres82Q4
2363248,acres82Q4
1542262,acres82Q4
2415873,acres82Q4
1234542,acres82Q4
908320,acres82Q4
2055522,acres82Q4
1700356,acres82Q4
558966,acres82Q3
2508749,acres82Q4
1344561,acres82Q4
797270,acres82Q4
1364948,acres82Q4
1208776,acres82Q4
592754,acres82Q3
1720737,acres82Q4
62307,acres82Q1
879694,acres82Q3
397883,acres82Q2
1484583,acres82Q4
